Evan C.,/user_details?userid=wVKayV3u7nXTUVlaDLdNlA,"New York, NY",3/25/2023,5.0,"Good food, good service and good vibe. Drinks have some Chinese twists. Highly recommend!"
Claire B.,/user_details?userid=tzQHvBKzCHWXWUQ9xdO55A,"Madrid, Spain",4/1/2023,5.0,"10/10. Food, ambience, & drinks were all superb. We had the bird's nest to drink which was absolutely fantastic. Everyone should order the pork belly, yuzu shrimp, and crab fried rice."
Cheng-En C.,/user_details?userid=xiYljz3C5k2elLAQpojwmg,"Lower East Side, New York, NY",3/25/2023,5.0,Food is great! I like how they present traditional chinese food in a new way! Highly recommend
Maggie B.,/user_details?userid=jNKKoDWxBcSFRYNvA2hqBA,"New York, NY",4/1/2023,5.0,No comment
Elaine C.,/user_details?userid=QfyHMvAP5S3bDHR37zXEFQ,"New York, NY",4/7/2023,4.0,No comment
JingJing X.,/user_details?userid=TYtGf59rqNAYFylGNTCiPA,"New York, NY",3/25/2023,3.0,No comment
Elsie W.,/user_details?userid=mDBAmEsyxuVTTT70dK-dqA,"Manhattan, NY",2/28/2023,5.0,No comment
Carin Y.,/user_details?userid=I-OUT8rDhzAxMOvIyk6cjw,"Washington, DC",3/6/2023,4.0,No comment
Sophia Z.,/user_details?userid=AVVRmRwJFsNDdLUvRy7oTQ,"Manhattan, New York, NY",4/14/2023,4.0,"Really cute Asian inspired speakeasy-esqué cocktail bar with some small bites. If you don't have a res, you will have to wait quite a while, so I would recommend that you make a res before coming. I got the HK Kong cocktail drink and it was quite sweet, with a hint of coffee. There was a bit of whipped cream on top and it tasted like a dessert liquor drink! Would recommend. The portion was a bit small but still very cute."
Tanya H.,/user_details?userid=EyxIGr0nzrPs-EwDYepymg,"New York, NY",4/14/2023,5.0,"Great ambience and interesting drinks. The Bird's Nest was very enjoyable, I liked the lollipop on top- it actually tasted like birds nest. Great place to chat with friends."
Brittany S.,/user_details?userid=WvrE34Bilnrjn9KWeedn5g,"Brooklyn, NY",2/24/2017,5.0,"Best burger I've had in a long time... hands down. Truffle fries ($2 extra charge) is a must, they're $9 separately! --- in the back are the beer battered onion rings!",https://www.yelp.com/biz/the-malt-house-new-york-3?adjust_creative=YOPxpPg1qGggP5qGSctmew&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=YOPxpPg1qGggP5qGSctmew
N. O.,/user_details?userid=EO_DT7JRYPdJ1mGy0JAX0A,"Montclair, NJ",4/6/2016,4.0,"High(er) end brewhouse in FiDi. Great beer selection, nice atmosphere, and friendly service. Recommend the second floor for more ambiance.",https://www.yelp.com/biz/the-malt-house-new-york-3?adjust_creative=YOPxpPg1qGggP5qGSctmew&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=YOPxpPg1qGggP5qGSctmew
Catfish H.,/user_details?userid=BN4IPA9OdE83cJOwfaVPEw,"Miami Beach, FL",5/13/2016,3.0,Solid.  Nice open space but terrible acoustics around the bar make it loud even when not crowded.  Good Guac and those fried cheese curds are better than your average Mozz Stix.  Friendly servers and some big TVs get the job done.   FYI a splash of Bourbon is $15 so be ready.,https://www.yelp.com/biz/the-malt-house-new-york-3?adjust_creative=YOPxpPg1qGggP5qGSctmew&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=YOPxpPg1qGggP5qGSctmew
Marsalla K.,/user_details?userid=1dxcw4KWqzbM6UwIYgEUhQ,"Woodbridge, VA",11/11/2018,1.0,"Nope, Nope, definitely NOT! I ordered the Parmesan fries and they brought me old fries they've reheated. The fries are hard and bland. They didn't even bother to add salt to fries. #EpicFail #NiceTry",https://www.yelp.com/biz/the-malt-house-new-york-3?adjust_creative=YOPxpPg1qGggP5qGSctmew&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=YOPxpPg1qGggP5qGSctmew
David L.,/user_details?userid=NV0u95G-WcjZRAfCX-jcWw,"New York, NY",9/23/2015,3.0,"The food is okay, the space is cool, the beers are plenty, but the service is pretty terrible. They have messed up our order (brought us the wrong food) multiple times and messed up our check (charged us for things we didn't order) multiple times, because it seems like they just aren't paying attention, but at least they're pretty... I think they're authentically Irish...",https://www.yelp.com/biz/the-malt-house-new-york-3?adjust_creative=YOPxpPg1qGggP5qGSctmew&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=YOPxpPg1qGggP5qGSctmew
Lynda A.,/user_details?userid=289vr040Wb-fmZG203Bcgw,"Flagstaff, AZ",4/30/2016,4.0,LOVED this place.  Stopped in before a dinner reservation elsewhere.  Great service. had a nice snack.  Service was great and the beer and whiskey available was top notch.,https://www.yelp.com/biz/the-malt-house-new-york-3?adjust_creative=YOPxpPg1qGggP5qGSctmew&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=YOPxpPg1qGggP5qGSctmew
Dina R.,/user_details?userid=AUaXXhnRl4-4Y0D82icWKg,"Hauppauge, NY",1/20/2017,4.0,What a pleasant surprise to find to end our visit in the city.  Was expecting typical wings and beer pub but was surprised by the very cool menu of food.  We were there for brunch on Sunday and what a great menu. We shared the Mac & Cheese and Wings to start and nothing was left.  The brunch burger is out of this world and my husband could not stop raving about the fried chicken waffle club. The slow braised breakfast burrito was a favorite of my sons.  Will def be back to try the other menus.,https://www.yelp.com/biz/the-malt-house-new-york-3?adjust_creative=YOPxpPg1qGggP5qGSctmew&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=YOPxpPg1qGggP5qGSctmew
M V.,/user_details?userid=gt8krTbfB5vHFDZKnJPqHg,"Portland, OR",1/16/2017,4.0,Nice and cozy atmosphere. We very much enjoyed our meals (especially the steak sandwich). Fair prices and very nice staff. Beer selection up to expectations. Not bad for a Sunday evening with family and/or friends.,https://www.yelp.com/biz/the-malt-house-new-york-3?adjust_creative=YOPxpPg1qGggP5qGSctmew&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=YOPxpPg1qGggP5qGSctmew
Marvin M.,/user_details?userid=7nBAIbEEGwzVS41E1dvRzQ,"New York, NY",3/27/2017,4.0,"This place is always good, but gets very crowded on weekends. Their beer is great, lots of seasonal Beers. Their food choices are also good.",https://www.yelp.com/biz/the-malt-house-new-york-3?adjust_creative=YOPxpPg1qGggP5qGSctmew&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=YOPxpPg1qGggP5qGSctmew
J Z.,/user_details?userid=yY1WWOKcoxakUg8o0MPCDw,"Manhattan, NY",5/25/2018,3.0,"This place has girls with they ass n titties hanging out for some reason, and also a hamburger is$20",https://www.yelp.com/biz/the-malt-house-new-york-3?adjust_creative=YOPxpPg1qGggP5qGSctmew&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=YOPxpPg1qGggP5qGSctmew
Michael C.,/user_details?userid=uOfUwAxh8Rps4yAifs7wUA,"Manhattan, NY",6/10/2015,5.0,No comment,https://www.yelp.com/biz/the-malt-house-new-york-3?adjust_creative=YOPxpPg1qGggP5qGSctmew&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=YOPxpPg1qGggP5qGSctmew
Tanmoy M.,/user_details?userid=clvEie5BIZNoHLfbvEmxHw,"Plainsboro Center, NJ",8/6/2018,5.0,"Good place. Very friendly people. Liked the IPA. Unassuming frontage, but very nicely done inside. Good work.",https://www.yelp.com/biz/the-malt-house-new-york-3?adjust_creative=YOPxpPg1qGggP5qGSctmew&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=YOPxpPg1qGggP5qGSctmew
Gabrielle W.,/user_details?userid=zc0tPFCdBq1ZSeI-4OEDQQ,"Brooklyn, NY",3/12/2016,4.0,"Extensive range of quality drinks. Sliders- Amazing! Truffle fries- okay. Wings- Same as anywhere else. Nachos- Meh. Upscale setting with attentive staff. I would return for the drinks, setting and service but not necessarily the food",https://www.yelp.com/biz/the-malt-house-new-york-3?adjust_creative=YOPxpPg1qGggP5qGSctmew&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=YOPxpPg1qGggP5qGSctmew
Pd C.,/user_details?userid=yeGwSPrSpThhE4zJRkL64w,"Wilbraham, MA",10/22/2018,5.0,"Visit to NYC and found the Malt House by walking by and stopped in.  Was super busy, but manager, Kevin (who is awesome!) said it would be about 15 minute for a table and walked us downstairs to the bar to wait.  Then personally came to get us to bring us to our table (did I mention Kevin is awesome?!)  He sat us up in the balcony area and took order to speed up our getting our food.  We had Mac &Cheese, Eggs Benedict with avacado sauce, waffles and red potato wedges all were awesome!! I was very impressed how the staff continued to check in and make sure were all set.  As I mentioned it was very busy so I didn't expect as much attention. Try it you won't be sorry- It is a short walk (less than 10 minutes) from the 911 Memorial and Museum.  So worth it! Go say hi to Kevin (who is really awesome and NO he didn't ask me to say that )  and the staff!",https://www.yelp.com/biz/the-malt-house-new-york-3?adjust_creative=YOPxpPg1qGggP5qGSctmew&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=YOPxpPg1qGggP5qGSctmew
Cynthia S.,/user_details?userid=W7l-Shn758WxZq8IYYaSZw,"San Francisco, CA",6/3/2015,5.0,"Came here for a slightly boozy lunch and found a new favorite neighborhood spot. The beer list is extensive and the food is really delicious - I tried the burger (which I have been craving ever since, SO good), buttermilk chicken bites, and Mac and cheese. The space is airy with wall-doors opening to the outside and so un-Manhattan, I love it. My two comments are 1) the food took a tad long to come out, but no crazy delays or anything and 2) I don't care for the closed off dining space, but that's a personal opinion on aesthetics. Can't wait to come back!",https://www.yelp.com/biz/the-malt-house-new-york-3?adjust_creative=YOPxpPg1qGggP5qGSctmew&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=YOPxpPg1qGggP5qGSctmew
Chris G.,/user_details?userid=XBjaBY-k5wQC5YpFm75-3g,"Yonkers, NY",1/5/2016,2.0,"Not a bad bar. Didn't have any food but the bartenders seemed less than enthused to be there which immediately put you, the consumer in a bad spot becasue it feels like you're bothering them to get you your drink.  The restaurant and bar alone are beautiful in the way that every bar in Manhattan is these days with exposed beams and brick face.  Also surprise a bunch of wood.  All in all to be honest I would go back if i was in the neighborhood becasue it felt like the almost kinda tried to put on a respectable craft beer board.  Which for the record it wasn't.  One word summary cookiecutter but that may be 2.  So one or two word summary cookiecutter or cookie cutter.",https://www.yelp.com/biz/the-malt-house-new-york-3?adjust_creative=YOPxpPg1qGggP5qGSctmew&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=YOPxpPg1qGggP5qGSctmew
Abriona M.,/user_details?userid=RxExbtgGkbOKmwBnRydLMA,"East Lansing, MI",11/17/2018,5.0,Great food! Great customer service! Will come again! Just sad that they changed their menu options but over all great experience. Shout out to bartender Liz!,https://www.yelp.com/biz/the-malt-house-new-york-3?adjust_creative=YOPxpPg1qGggP5qGSctmew&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=YOPxpPg1qGggP5qGSctmew
Mattias J.,/user_details?userid=ocTafd8FFHdTJQs22hT4lw,"Stockholm, Sweden",3/26/2016,5.0,A great selection of beer and the staff really could answer questions about the beer.,https://www.yelp.com/biz/the-malt-house-new-york-3?adjust_creative=YOPxpPg1qGggP5qGSctmew&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=YOPxpPg1qGggP5qGSctmew
G B.,/user_details?userid=2wfjWAw9Xh13KjKNtOA6QA,"Austin, TX",6/4/2017,3.0,"Stopped here recently on a rainy Sunday afternoon with a couple folks. Probably a fun place most of the time but I found it terribly loud. We sat at a table (not the bar);  the food was ok. However, the service was slow and very inattentive, even though they weren't overly busy.....seems like they didn't care. And they weren't very friendly either.",https://www.yelp.com/biz/the-malt-house-new-york-3?adjust_creative=YOPxpPg1qGggP5qGSctmew&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=YOPxpPg1qGggP5qGSctmew
Herb P.,/user_details?userid=UfTv2kt7NrTCTcDR-iEWkw,"Manhattan, NY",11/8/2016,4.0,My friends and I came by for Brunch and some bottomless orange screw drivers. The food was great I had a slow braised burrito eggs and my friends had chicken steak and waffles which was off the chain. The burrito eggs I had was good but I didn't get enough of the slow braised ribs in the eggs since they were cut into fine pieces but still enjoyed it. The waitresses were top notch. Emma was our waitress and she was very nice and accomadating. I do have to note there was a waitress who was so patient and was a trooper taking care of a very picky patron right next to our table. The patron kept complaining about the food and Shannon who was the waitress taking care of her didn't lose her cool at all. I was impressed with her professionalism and patience with this difficult patron. My friends and I will be coming back again since the food was great  and the wait staff was top notch.,https://www.yelp.com/biz/the-malt-house-new-york-3?adjust_creative=YOPxpPg1qGggP5qGSctmew&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=YOPxpPg1qGggP5qGSctmew
David V.,/user_details?userid=TY0VBMQoRQF9Pv3x3Ekqhw,"Philadelphia, PA",9/20/2015,4.0,"The Malt House is a nice, upscale bar in FiDi with a fairly extensive list of beers on tap. So far, I've tried the buttermilk chicken sandwich, and the open faced steak sandwich. The chicken sandwich was the better of the two, although the steak sandwich was also good.",https://www.yelp.com/biz/the-malt-house-new-york-3?adjust_creative=YOPxpPg1qGggP5qGSctmew&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=YOPxpPg1qGggP5qGSctmew
Rob M.,/user_details?userid=PW_SDu6bjymJfSf6b9Bj_Q,"New York, NY",10/10/2015,4.0,"Do me a favor......take the time to find this place. Seriously. Great atmosphere. Great libations. And if it's not on the menu, ask for the burger. No really....this is literally one of the best burgers you'll have in FiDi. And yeah....there's an egg on top. Duh. As it should be. Just go.....trust Rob. Have I led you wrong yet??",https://www.yelp.com/biz/the-malt-house-new-york-3?adjust_creative=YOPxpPg1qGggP5qGSctmew&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=YOPxpPg1qGggP5qGSctmew
Jason W.,/user_details?userid=UXHlMw0uDMDZnLdrQtlM6w,"Brooklyn, NY",5/14/2018,5.0,"The waitresses are nice, the food was great. I got he bottleless brunch and they are keeping track of my drinks. They made sure that our drinks were full. Love the settings! Will be back!",https://www.yelp.com/biz/the-malt-house-new-york-3?adjust_creative=YOPxpPg1qGggP5qGSctmew&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=YOPxpPg1qGggP5qGSctmew
Jenny T.,/user_details?userid=zqqq0QR5nyAewS_f1ha1Fw,"Brooklyn, NY",9/6/2015,4.0,Well priced happy hour and their fried pickles are the bomb diggity!,https://www.yelp.com/biz/the-malt-house-new-york-3?adjust_creative=YOPxpPg1qGggP5qGSctmew&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=YOPxpPg1qGggP5qGSctmew
Mital P.,/user_details?userid=YGELYK8w-_LwbYJ_JAV6sA,"Los Angeles, CA",5/12/2018,5.0,"released on 23 October 2015 by XL Recordings as the lead single from her third studio album, 25 (2015). Adele co-wrote the song with her producer, Greg Kurstin. ""Hello"" is a piano ballad with soul influences, and lyrics that discuss themes of nostalgia and regret. Upon release, the song was acclaimed by music critics, who compared it favourably to Adele's previous work and praised the song's lyrics and Adele's vocals. It was recorded in London.",https://www.yelp.com/biz/the-malt-house-new-york-3?adjust_creative=YOPxpPg1qGggP5qGSctmew&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=YOPxpPg1qGggP5qGSctmew
Jeanne C.,/user_details?userid=oWR8XVbCbnfZ7OtEWP0m4w,"Brooklyn, NY",8/31/2015,3.0,"Don't be shy and balk at the large crowd huddled by the bar. The crowd is sometimes what defines a place for me but when you enter, you are immediately greeted by a host and pleasantly surprised at the amount of seats available towards the back. They've got a great selection of draught beer and a wide selection of drinks with a nice sampling of house cocktails. We came with a group of six for happy hour on a Wednesday and ordered the chicken wings, truffle fries, and fried pickles. Great bar food and a variety of dipping sauce. Good savory food to pair with your awesome drinks!",https://www.yelp.com/biz/the-malt-house-new-york-3?adjust_creative=YOPxpPg1qGggP5qGSctmew&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=YOPxpPg1qGggP5qGSctmew
Geovanna V.,/user_details?userid=hHwOVbBkXpthoGQMQNhLeA,"Scotch Plains, NJ",2/8/2016,2.0,No comment,https://www.yelp.com/biz/the-malt-house-new-york-3?adjust_creative=YOPxpPg1qGggP5qGSctmew&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=YOPxpPg1qGggP5qGSctmew
Gary R.,/user_details?userid=MsZBGO9KQBt67sk-T4GO0Q,"Ashburn, VA",12/7/2015,3.0,Great beer list albeit pricey.  Burger was over cooked but tasty.   Wings could have used more heat.  Service was super fast - almost too fast.  Atmosphere solid.,https://www.yelp.com/biz/the-malt-house-new-york-3?adjust_creative=YOPxpPg1qGggP5qGSctmew&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=YOPxpPg1qGggP5qGSctmew
Michelle V.,/user_details?userid=GCbok-SgrRVwR_0coiti6g,"Brooksville, FL",7/27/2016,4.0,"We were wandering around NYC hungry and sick of hot dogs.  I looked on Yelp and found The Malt House.  We had a party of 8 on a Sunday morning during brunch hours and only 1 hour to eat... The wait staff totally made it happen.  The food was the best we had in NYC that week.  Great food, excellent service and wait staff!",https://www.yelp.com/biz/the-malt-house-new-york-3?adjust_creative=YOPxpPg1qGggP5qGSctmew&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=YOPxpPg1qGggP5qGSctmew
Karen P.,/user_details?userid=wJ-oVPMN8NuOLlhmPyAqQQ,"Brooklyn, NY",4/23/2016,3.0,"The place has a cool layout and an extensive drink menu, I liked their glasses w a Doggy on it. Their troufle fries are yummy! I had the lobster bisque which was good and their burger was ok. It has a lounge area in the basement and a party room on the second floor, I would have to come back on another night to see if it gets more happening, though I was there on a Friday night.",https://www.yelp.com/biz/the-malt-house-new-york-3?adjust_creative=YOPxpPg1qGggP5qGSctmew&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=YOPxpPg1qGggP5qGSctmew
George M.,/user_details?userid=tPKELIJEoj4NvUZ-GLSCWQ,"Chantilly, VA",7/14/2018,2.0,Below average customer service. Bartender is not that interested in most customers at the bar. She is more interested in the co workers. Rosemary fries pretty good but wings burned with lots of hot sauce. Overpriced for what you get. Could be great place but disappointing.,https://www.yelp.com/biz/the-malt-house-new-york-3?adjust_creative=YOPxpPg1qGggP5qGSctmew&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=YOPxpPg1qGggP5qGSctmew
Meghan C.,/user_details?userid=_BIuZzXNXypTDI0faJBSCw,"Long Island City, NY",7/11/2015,5.0,"Great beer selection, solid pub fare, and terrific waitstaff. The Malt House is a great destination if you're stuck in FiDi. They get my vote for the friendliest bartenders below 14th Street.",https://www.yelp.com/biz/the-malt-house-new-york-3?adjust_creative=YOPxpPg1qGggP5qGSctmew&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=YOPxpPg1qGggP5qGSctmew
