Evan C.,/user_details?userid=wVKayV3u7nXTUVlaDLdNlA,"New York, NY",3/25/2023,5.0,"Good food, good service and good vibe. Drinks have some Chinese twists. Highly recommend!"
Claire B.,/user_details?userid=tzQHvBKzCHWXWUQ9xdO55A,"Madrid, Spain",4/1/2023,5.0,"10/10. Food, ambience, & drinks were all superb. We had the bird's nest to drink which was absolutely fantastic. Everyone should order the pork belly, yuzu shrimp, and crab fried rice."
Cheng-En C.,/user_details?userid=xiYljz3C5k2elLAQpojwmg,"Lower East Side, New York, NY",3/25/2023,5.0,Food is great! I like how they present traditional chinese food in a new way! Highly recommend
Maggie B.,/user_details?userid=jNKKoDWxBcSFRYNvA2hqBA,"New York, NY",4/1/2023,5.0,No comment
Elaine C.,/user_details?userid=QfyHMvAP5S3bDHR37zXEFQ,"New York, NY",4/7/2023,4.0,No comment
JingJing X.,/user_details?userid=TYtGf59rqNAYFylGNTCiPA,"New York, NY",3/25/2023,3.0,No comment
Elsie W.,/user_details?userid=mDBAmEsyxuVTTT70dK-dqA,"Manhattan, NY",2/28/2023,5.0,No comment
Carin Y.,/user_details?userid=I-OUT8rDhzAxMOvIyk6cjw,"Washington, DC",3/6/2023,4.0,No comment
Sophia Z.,/user_details?userid=AVVRmRwJFsNDdLUvRy7oTQ,"Manhattan, New York, NY",4/14/2023,4.0,"Really cute Asian inspired speakeasy-esqué cocktail bar with some small bites. If you don't have a res, you will have to wait quite a while, so I would recommend that you make a res before coming. I got the HK Kong cocktail drink and it was quite sweet, with a hint of coffee. There was a bit of whipped cream on top and it tasted like a dessert liquor drink! Would recommend. The portion was a bit small but still very cute."
Tanya H.,/user_details?userid=EyxIGr0nzrPs-EwDYepymg,"New York, NY",4/14/2023,5.0,"Great ambience and interesting drinks. The Bird's Nest was very enjoyable, I liked the lollipop on top- it actually tasted like birds nest. Great place to chat with friends."
Maurizio M.,/user_details?userid=Sq21aT3eX8rHEmSIf73DEw,"Miami, FL",8/22/2016,4.0,"Been there for brunch , and I would like to confirm the cozy atmosphere and a great brunch .",https://www.yelp.com/biz/locanda-verde-new-york?adjust_creative=YOPxpPg1qGggP5qGSctmew&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=YOPxpPg1qGggP5qGSctmew
Susan S.,/user_details?userid=f4OKyobZai7QwVoeu4z_kw,"New York, NY",10/14/2018,4.0,Ordered the ricotta lemon pancakes and the soft scrambled egg crostino and it was good. Pricey brunch spot but that's because of the location.,https://www.yelp.com/biz/locanda-verde-new-york?adjust_creative=YOPxpPg1qGggP5qGSctmew&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=YOPxpPg1qGggP5qGSctmew
J M.,/user_details?userid=q4QPKWxbqyOXV8ku1by4CQ,"Miami Beach, FL",6/29/2011,5.0,No comment,https://www.yelp.com/biz/locanda-verde-new-york?adjust_creative=YOPxpPg1qGggP5qGSctmew&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=YOPxpPg1qGggP5qGSctmew
Dina I.,/user_details?userid=W_OQDFkrZTOolvVQXuOCMg,"Beechhurst, NY",6/20/2016,5.0,"One of my favorites in NYC. Been here more times than I can count and never disappointed. The ricotta is worth e wry calorie!  The homemade gnocchi melts in your mouth. Even their sandwiches are amazing. Great atmosphere. We've dined here next to Matthew Perry, Bruce Willis, and there are always people waiting outside for the stars to come out of the adjoining hotel but it's never paparazzi like. Very classy, upscale.",https://www.yelp.com/biz/locanda-verde-new-york?adjust_creative=YOPxpPg1qGggP5qGSctmew&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=YOPxpPg1qGggP5qGSctmew
Jenn R.,/user_details?userid=fgnccvVwJi-_BCYye_HRpQ,"East Bay, CA",12/3/2011,1.0,No comment,https://www.yelp.com/biz/locanda-verde-new-york?adjust_creative=YOPxpPg1qGggP5qGSctmew&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=YOPxpPg1qGggP5qGSctmew
Rachel B.,/user_details?userid=eB-OBDuZUEIhedn8WWMyow,"Madison, WI",1/6/2016,5.0,"My favorite brunch. Excellent service, good drinks, and the food does not disappoint. Get the ricotta for sure, it's such a great combination even if you're over the truffle oil ubiquity.",https://www.yelp.com/biz/locanda-verde-new-york?adjust_creative=YOPxpPg1qGggP5qGSctmew&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=YOPxpPg1qGggP5qGSctmew
Julia D.,/user_details?userid=5HyZP_h5DinANZ1zLZEFmw,"Manhattan, NY",10/4/2016,4.0,No comment,https://www.yelp.com/biz/locanda-verde-new-york?adjust_creative=YOPxpPg1qGggP5qGSctmew&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=YOPxpPg1qGggP5qGSctmew
Cutie Patroller ..,/user_details?userid=Cr1-jItXYxrpeuG4abvkzg,"Manhattan, NY",2/28/2012,4.0,No comment,https://www.yelp.com/biz/locanda-verde-new-york?adjust_creative=YOPxpPg1qGggP5qGSctmew&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=YOPxpPg1qGggP5qGSctmew
Justin P.,/user_details?userid=w4j-EnIXl1mZ4RgelS902g,"Jersey City, NJ",12/6/2010,4.0,No comment,https://www.yelp.com/biz/locanda-verde-new-york?adjust_creative=YOPxpPg1qGggP5qGSctmew&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=YOPxpPg1qGggP5qGSctmew
Jennifer Y.,/user_details?userid=p0DRbuNP_WxBMJG61ctIpQ,"New York, NY",8/14/2009,4.0,No comment,https://www.yelp.com/biz/locanda-verde-new-york?adjust_creative=YOPxpPg1qGggP5qGSctmew&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=YOPxpPg1qGggP5qGSctmew
K C.,/user_details?userid=ynpaczWg2FMWWGiC_Al-sg,"San Diego, CA",8/23/2010,4.0,No comment,https://www.yelp.com/biz/locanda-verde-new-york?adjust_creative=YOPxpPg1qGggP5qGSctmew&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=YOPxpPg1qGggP5qGSctmew
Sheri K.,/user_details?userid=w4e5TR7kvgvcW78lkmYCHw,"Detroit, MI",7/10/2016,5.0,"Delightful fresh Italian Osteria that maximizes taste and quality in each dish prepared.  The food options are varied enough to appeal to all tastes, plus they offer daily fresh specials that piques an adventurous palate. Add to that a robust wine list compliments the meal options expertly. I recommend this intimate restaurant to visitors and natives alike.",https://www.yelp.com/biz/locanda-verde-new-york?adjust_creative=YOPxpPg1qGggP5qGSctmew&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=YOPxpPg1qGggP5qGSctmew
Bartholomew K.,/user_details?userid=dRiZ5cZmKiTilMo1GKHXeA,"New York, NY",6/21/2009,5.0,No comment,https://www.yelp.com/biz/locanda-verde-new-york?adjust_creative=YOPxpPg1qGggP5qGSctmew&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=YOPxpPg1qGggP5qGSctmew
Lawrence C.,/user_details?userid=HrVfgxaDGv6U9NfKSTsjFQ,"New York, NY",1/16/2012,5.0,No comment,https://www.yelp.com/biz/locanda-verde-new-york?adjust_creative=YOPxpPg1qGggP5qGSctmew&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=YOPxpPg1qGggP5qGSctmew
Yohan K.,/user_details?userid=hBM0Z-_N6nw6r9NyEfN3Kw,"New York, NY",11/11/2018,5.0,Love this place. Great food and excellent service. Their sommelier always recommends excellent wines. Chris and Sam make it extra special.,https://www.yelp.com/biz/locanda-verde-new-york?adjust_creative=YOPxpPg1qGggP5qGSctmew&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=YOPxpPg1qGggP5qGSctmew
Adriano R.,/user_details?userid=mEG14db1rX4rV4J0hdTABQ,"Massapequa, NY",1/30/2010,3.0,No comment,https://www.yelp.com/biz/locanda-verde-new-york?adjust_creative=YOPxpPg1qGggP5qGSctmew&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=YOPxpPg1qGggP5qGSctmew
Joanie K.,/user_details?userid=pR4aCoE5lplAParShrBMiw,"Brooklyn, NY",4/4/2010,4.0,No comment,https://www.yelp.com/biz/locanda-verde-new-york?adjust_creative=YOPxpPg1qGggP5qGSctmew&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=YOPxpPg1qGggP5qGSctmew
Sarah G.,/user_details?userid=DOO7y1UJymmtW_qXClfzUg,"New York, NY",5/4/2010,3.0,No comment,https://www.yelp.com/biz/locanda-verde-new-york?adjust_creative=YOPxpPg1qGggP5qGSctmew&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=YOPxpPg1qGggP5qGSctmew
Victor C.,/user_details?userid=VaDIWoPgaLeynGa_dGeH7A,"New York, NY",6/5/2010,5.0,No comment,https://www.yelp.com/biz/locanda-verde-new-york?adjust_creative=YOPxpPg1qGggP5qGSctmew&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=YOPxpPg1qGggP5qGSctmew
Sean K.,/user_details?userid=vQjpwJs7CtoX4RF86TWAFw,"San Diego, CA",9/3/2012,2.0,No comment,https://www.yelp.com/biz/locanda-verde-new-york?adjust_creative=YOPxpPg1qGggP5qGSctmew&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=YOPxpPg1qGggP5qGSctmew
Nancy H.,/user_details?userid=b72e9USFuKIDOaHbdeSmxA,"New York, NY",1/4/2014,4.0,No comment,https://www.yelp.com/biz/locanda-verde-new-york?adjust_creative=YOPxpPg1qGggP5qGSctmew&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=YOPxpPg1qGggP5qGSctmew
Connor L.,/user_details?userid=mqen_58VUCn5r6BBhev27Q,"New York, NY",11/7/2014,4.0,No comment,https://www.yelp.com/biz/locanda-verde-new-york?adjust_creative=YOPxpPg1qGggP5qGSctmew&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=YOPxpPg1qGggP5qGSctmew
Liz E.,/user_details?userid=iT60BGM3qH0nxsWVBqZ-MQ,"Flushing, NY",6/5/2009,3.0,No comment,https://www.yelp.com/biz/locanda-verde-new-york?adjust_creative=YOPxpPg1qGggP5qGSctmew&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=YOPxpPg1qGggP5qGSctmew
Judy L.,/user_details?userid=e33c8g5jtK4zR9ZTJIUmpg,"New York, NY",11/2/2010,5.0,No comment,https://www.yelp.com/biz/locanda-verde-new-york?adjust_creative=YOPxpPg1qGggP5qGSctmew&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=YOPxpPg1qGggP5qGSctmew
Sarah T.,/user_details?userid=Hxqhwp9L1c0Q7QpX6n0hiw,"Los Angeles, CA",1/13/2013,5.0,No comment,https://www.yelp.com/biz/locanda-verde-new-york?adjust_creative=YOPxpPg1qGggP5qGSctmew&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=YOPxpPg1qGggP5qGSctmew
Wells H.,/user_details?userid=VPb9DWQjg6VsoQBbBhjSyQ,"Manhattan, NY",3/22/2013,5.0,No comment,https://www.yelp.com/biz/locanda-verde-new-york?adjust_creative=YOPxpPg1qGggP5qGSctmew&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=YOPxpPg1qGggP5qGSctmew
Ceida P.,/user_details?userid=_E86w1HYRebD45co3X2HJw,"New York, NY",6/3/2013,3.0,No comment,https://www.yelp.com/biz/locanda-verde-new-york?adjust_creative=YOPxpPg1qGggP5qGSctmew&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=YOPxpPg1qGggP5qGSctmew
Melisa S.,/user_details?userid=MZY-sJ67MRqifRJzY5ZJ0g,"San Francisco, CA",8/29/2016,2.0,No comment,https://www.yelp.com/biz/locanda-verde-new-york?adjust_creative=YOPxpPg1qGggP5qGSctmew&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=YOPxpPg1qGggP5qGSctmew
Victoria C.,/user_details?userid=sjj55u22DY3AtWvt9F7qZg,"New York, NY",10/11/2017,1.0,i would never go back here. I puked my brains out after i ate their food. the service was ok.,https://www.yelp.com/biz/locanda-verde-new-york?adjust_creative=YOPxpPg1qGggP5qGSctmew&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=YOPxpPg1qGggP5qGSctmew
Mary B.,/user_details?userid=isKjARLE3l-fuSO42a3jRQ,"New York, NY",7/13/2010,2.0,No comment,https://www.yelp.com/biz/locanda-verde-new-york?adjust_creative=YOPxpPg1qGggP5qGSctmew&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=YOPxpPg1qGggP5qGSctmew
Lisa L.,/user_details?userid=q787ASnF6jEO-kG9ZGSKiA,"Brooklyn, NY",3/3/2013,2.0,No comment,https://www.yelp.com/biz/locanda-verde-new-york?adjust_creative=YOPxpPg1qGggP5qGSctmew&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=YOPxpPg1qGggP5qGSctmew
Amber W.,/user_details?userid=OrdK6ZbZ1E_frwqcA5Uixw,"Morningside Heights, Manhattan, NY",12/19/2012,5.0,No comment,https://www.yelp.com/biz/locanda-verde-new-york?adjust_creative=YOPxpPg1qGggP5qGSctmew&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=YOPxpPg1qGggP5qGSctmew
Alicia L.,/user_details?userid=K76Kji8V180eqgvMWhVFhQ,"Manhattan, NY",12/27/2015,4.0,"This is in regards to my server, he was absolutely phenomenal!  Adorable young Italian man so sweet, soft spoken, and doting.  Everything about the presentation and portion of the plates met with my expectations.  We were literally the last table to leave, great wine selection!  Definitely coming back.",https://www.yelp.com/biz/locanda-verde-new-york?adjust_creative=YOPxpPg1qGggP5qGSctmew&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=YOPxpPg1qGggP5qGSctmew
Meredith H.,/user_details?userid=oqKsyt-JJLkSVwE9jsBZAg,"Los Angeles, CA",11/10/2012,1.0,No comment,https://www.yelp.com/biz/locanda-verde-new-york?adjust_creative=YOPxpPg1qGggP5qGSctmew&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=YOPxpPg1qGggP5qGSctmew
Sarah F.,/user_details?userid=CL9WYEDXoH_CWcmbfAxhUg,"Brookline, MA",1/30/2016,5.0,"My husband and I spent a night in TriBeca and judging from the Yelp reviews as well as the hotel's front desk recommendations, Locanda Verde was the place to go if you wanted Italian.  We were advised that it was hard to get in but gave it a try anyway.  It was a Tuesday and they had a table for 9:30 which was perfect.  Everything was to perfection from the friendly service, to the atmosphere - high ceilings and windows, but still somehow cozy. The dishes we tried were excellent - we had a carbonara with truffles that stood out as memorable and something I would go back for.  You might want to make reservations as it was very busy even at a later hour.  Highly recommend!",https://www.yelp.com/biz/locanda-verde-new-york?adjust_creative=YOPxpPg1qGggP5qGSctmew&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=YOPxpPg1qGggP5qGSctmew
James K.,/user_details?userid=nQjgUGEBOu-jsCQlp43WGA,"El Cerrito, CA",4/8/2013,5.0,I came to Locanda Verde again for breakfast and this time a friend and I ordered the waffle and French toast dishes. The French toast was probably the best I've ever had. The sweetness was just right and not too much. The waffle was also very delicious with a great texture that went well with the apples. This is now my favorite place for breakfast food.,https://www.yelp.com/biz/locanda-verde-new-york?adjust_creative=YOPxpPg1qGggP5qGSctmew&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=YOPxpPg1qGggP5qGSctmew
James And Debjani B.,/user_details?userid=JJxepzLV8gK44XgIzcpeCg,"New York, NY",8/18/2016,5.0,"Outstanding.  Burrata, Casoncelli Nero (very tasty), Porchetta Toscano (again, excellent).",https://www.yelp.com/biz/locanda-verde-new-york?adjust_creative=YOPxpPg1qGggP5qGSctmew&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=YOPxpPg1qGggP5qGSctmew
Robert W.,/user_details?userid=HhvYdlKe7M5CZePDPXPyBQ,"Bedminster Township, NJ",10/23/2016,3.0,No comment,https://www.yelp.com/biz/locanda-verde-new-york?adjust_creative=YOPxpPg1qGggP5qGSctmew&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=YOPxpPg1qGggP5qGSctmew
Steven S.,/user_details?userid=1aDE-Xns1vqHgQsegbQlcQ,"New York, NY",11/15/2009,3.0,No comment,https://www.yelp.com/biz/locanda-verde-new-york?adjust_creative=YOPxpPg1qGggP5qGSctmew&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=YOPxpPg1qGggP5qGSctmew
John R.,/user_details?userid=8Kjf1ulh1ox5RiO42UI4IQ,"Warren, NJ",10/18/2013,4.0,"Wanting to get into Bubby's for a brunch on Sunday and having the wait time stay perpetually the same we ended up coming here. Yes, it was a much different meal than the initial target but there were enough interesting, and unique, things on the menu to make the choice hard. For whatever reason we all seemed to order from the same wish list of items at the table and also ordered all different so as least we got to see what our interests looked like. I say 'looked like' because everyone was happy enough with what they got that there was little sharing going on until the very end.",https://www.yelp.com/biz/locanda-verde-new-york?adjust_creative=YOPxpPg1qGggP5qGSctmew&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=YOPxpPg1qGggP5qGSctmew
Rebecca A.,/user_details?userid=VGi5Jb-cGc5--lh4fvwblg,"Brooklyn, NY",8/8/2009,3.0,No comment,https://www.yelp.com/biz/locanda-verde-new-york?adjust_creative=YOPxpPg1qGggP5qGSctmew&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=YOPxpPg1qGggP5qGSctmew
Megan G.,/user_details?userid=2hTv4J0CkiuGyuAMDrZKYA,"Oslo, Norway",10/23/2012,5.0,No comment,https://www.yelp.com/biz/locanda-verde-new-york?adjust_creative=YOPxpPg1qGggP5qGSctmew&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=YOPxpPg1qGggP5qGSctmew
Tina B.,/user_details?userid=rtlSZX2xp91lFwNsgP1AVg,"New York, NY",4/22/2014,4.0,No comment,https://www.yelp.com/biz/locanda-verde-new-york?adjust_creative=YOPxpPg1qGggP5qGSctmew&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=YOPxpPg1qGggP5qGSctmew
Julianne B.,/user_details?userid=ek-DTKEOtfWewahooEiMfw,"Los Angeles, CA",8/17/2010,4.0,No comment,https://www.yelp.com/biz/locanda-verde-new-york?adjust_creative=YOPxpPg1qGggP5qGSctmew&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=YOPxpPg1qGggP5qGSctmew
Christine K.,/user_details?userid=GnPIEtAOx4NsZuq9CNmEQA,"New York, NY",12/6/2010,4.0,No comment,https://www.yelp.com/biz/locanda-verde-new-york?adjust_creative=YOPxpPg1qGggP5qGSctmew&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=YOPxpPg1qGggP5qGSctmew
Andrew S.,/user_details?userid=BuC9XytuFDp2HUYLGqBisw,"Atlanta, GA",4/21/2012,5.0,No comment,https://www.yelp.com/biz/locanda-verde-new-york?adjust_creative=YOPxpPg1qGggP5qGSctmew&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=YOPxpPg1qGggP5qGSctmew
Tiffany S.,/user_details?userid=Vs1UNwQ3Z8nTKEnvcO4AUw,"New York, NY",2/1/2010,3.0,No comment,https://www.yelp.com/biz/locanda-verde-new-york?adjust_creative=YOPxpPg1qGggP5qGSctmew&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=YOPxpPg1qGggP5qGSctmew
Katie O.,/user_details?userid=c9fE4dsVB1WiroVzeOIy3w,"New York, NY",9/9/2013,3.0,No comment,https://www.yelp.com/biz/locanda-verde-new-york?adjust_creative=YOPxpPg1qGggP5qGSctmew&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=YOPxpPg1qGggP5qGSctmew
cy c.,/user_details?userid=3Bo0-UutQreFwKD7UgKC-w,"ASTORIA, NY",2/20/2015,3.0,No comment,https://www.yelp.com/biz/locanda-verde-new-york?adjust_creative=YOPxpPg1qGggP5qGSctmew&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=YOPxpPg1qGggP5qGSctmew
Hiro S.,/user_details?userid=c_sOJyFoufR_S_lNiAUToA,"New York, NY",2/2/2010,3.0,No comment,https://www.yelp.com/biz/locanda-verde-new-york?adjust_creative=YOPxpPg1qGggP5qGSctmew&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=YOPxpPg1qGggP5qGSctmew
Alena S.,/user_details?userid=Ur3JVe_M1hKkLPsduaZsVw,"Lynbrook, NY",7/30/2016,4.0,"The service was great. We came for lunch as it is not far from where we work. We ordered the ricotta appetizer (was pretty good), ice coffee, some fantastic beer (I do not remember its name but it was great),  the scallops (I would not say that it was anything special), and a very , very good lamb pappardelle pasta. I would come back. However, I have a feeling that it is a place where you need to know what to order to have the best experience.",https://www.yelp.com/biz/locanda-verde-new-york?adjust_creative=YOPxpPg1qGggP5qGSctmew&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=YOPxpPg1qGggP5qGSctmew
Raffi M.,/user_details?userid=N_6H7vYq2eoZDOh13-m-MQ,"Houston, TX",7/17/2012,4.0,No comment,https://www.yelp.com/biz/locanda-verde-new-york?adjust_creative=YOPxpPg1qGggP5qGSctmew&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=YOPxpPg1qGggP5qGSctmew
Bret F.,/user_details?userid=GQVStE8s99z2UyAG8QPzag,"Manhattan, NY",7/26/2014,5.0,No comment,https://www.yelp.com/biz/locanda-verde-new-york?adjust_creative=YOPxpPg1qGggP5qGSctmew&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=YOPxpPg1qGggP5qGSctmew
Wanda N.,/user_details?userid=CABI-cA5-nI6VjhbC85KDw,"New York, NY",1/22/2013,4.0,No comment,https://www.yelp.com/biz/locanda-verde-new-york?adjust_creative=YOPxpPg1qGggP5qGSctmew&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=YOPxpPg1qGggP5qGSctmew
Paul O.,/user_details?userid=VWTZhY_EPyaVTSaukzPE9g,"New York, NY",3/7/2010,4.0,No comment,https://www.yelp.com/biz/locanda-verde-new-york?adjust_creative=YOPxpPg1qGggP5qGSctmew&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=YOPxpPg1qGggP5qGSctmew
Li J.,/user_details?userid=kwLjniiYa1H57LwQX2TGIQ,"Los Angeles, CA",11/27/2011,4.0,No comment,https://www.yelp.com/biz/locanda-verde-new-york?adjust_creative=YOPxpPg1qGggP5qGSctmew&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=YOPxpPg1qGggP5qGSctmew
Andrew S.,/user_details?userid=X1U9yCmR2SfaVjEMgMYkyg,"West Hollywood, CA",10/11/2012,4.0,No comment,https://www.yelp.com/biz/locanda-verde-new-york?adjust_creative=YOPxpPg1qGggP5qGSctmew&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=YOPxpPg1qGggP5qGSctmew
Aimee B.,/user_details?userid=iAZH8a5teELieRBV8Acb6g,"San Francisco, CA",5/27/2009,5.0,No comment,https://www.yelp.com/biz/locanda-verde-new-york?adjust_creative=YOPxpPg1qGggP5qGSctmew&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=YOPxpPg1qGggP5qGSctmew
Na L.,/user_details?userid=Te9DmWTM2rhKPPDwddnSJA,"Washington D.C., DC",6/3/2015,5.0,"One of the best brunches I've had in a while, still dream about my burnt orange toast with ricotta.",https://www.yelp.com/biz/locanda-verde-new-york?adjust_creative=YOPxpPg1qGggP5qGSctmew&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=YOPxpPg1qGggP5qGSctmew
Erica J.,/user_details?userid=Nw7Ii0ZtNZ5FrBtWFaqhtQ,"New York, NY",6/13/2010,5.0,No comment,https://www.yelp.com/biz/locanda-verde-new-york?adjust_creative=YOPxpPg1qGggP5qGSctmew&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=YOPxpPg1qGggP5qGSctmew
Stella L.,/user_details?userid=akmzZ87dhGitfq_c600cQw,"Los Altos Hills, CA",3/28/2011,4.0,No comment,https://www.yelp.com/biz/locanda-verde-new-york?adjust_creative=YOPxpPg1qGggP5qGSctmew&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=YOPxpPg1qGggP5qGSctmew
David W.,/user_details?userid=rhckKlErcgXF9TsWOa929A,"New York, NY",5/15/2011,4.0,No comment,https://www.yelp.com/biz/locanda-verde-new-york?adjust_creative=YOPxpPg1qGggP5qGSctmew&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=YOPxpPg1qGggP5qGSctmew
Lindsey W.,/user_details?userid=diyBSimJx-hVe12pxoSNhQ,"San Fernando Valley, CA",12/27/2013,5.0,No comment,https://www.yelp.com/biz/locanda-verde-new-york?adjust_creative=YOPxpPg1qGggP5qGSctmew&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=YOPxpPg1qGggP5qGSctmew
Fred L.,/user_details?userid=m7bKzHe7uIuOhufhOUur0w,"New York, NY",11/17/2013,4.0,No comment,https://www.yelp.com/biz/locanda-verde-new-york?adjust_creative=YOPxpPg1qGggP5qGSctmew&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=YOPxpPg1qGggP5qGSctmew
Matthew A.,/user_details?userid=IUZiZEt7EHCPFx4f0kb7tw,"San Francisco, CA",7/22/2010,3.0,No comment,https://www.yelp.com/biz/locanda-verde-new-york?adjust_creative=YOPxpPg1qGggP5qGSctmew&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=YOPxpPg1qGggP5qGSctmew
Danny W.,/user_details?userid=X2fXuusi2N7gbzIMoHFFIw,"Manhattan, NY",4/11/2011,5.0,No comment,https://www.yelp.com/biz/locanda-verde-new-york?adjust_creative=YOPxpPg1qGggP5qGSctmew&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=YOPxpPg1qGggP5qGSctmew
