Saddmun A.,/user_details?userid=5Ujzt9wasye05ZSxMgVhyA,"New York, NY",5/18/2017,4.0,No comment
HH C.,/user_details?userid=aZY1uxHF5Zn-kZZu3I9DKw,"San Francisco, CA",1/1/2016,4.0,"It is around the place I stayed and I swung in to check it out as Yelp says it's good. I ordered a sandwich the store is famous for and it tastes good. (lots of cheese with different texture and tastes.) Judging from other customers' order and tapa, I think they are good. Will try next time in New York downtown.",https://www.yelp.com/biz/despa%C3%B1a-fine-foods-and-tapas-cafe-new-york-2?adjust_creative=YOPxpPg1qGggP5qGSctmew&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=YOPxpPg1qGggP5qGSctmew
Tero P.,/user_details?userid=FQtXw0ExUDdZ1Bw9W913wA,"Bayside, NY",7/28/2009,4.0,No comment,https://www.yelp.com/biz/despa%C3%B1a-fine-foods-and-tapas-cafe-new-york-2?adjust_creative=YOPxpPg1qGggP5qGSctmew&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=YOPxpPg1qGggP5qGSctmew
Terrill S.,/user_details?userid=L2sowUsSan22T6sLgLCL6A,"Brooklyn, NY",10/29/2008,5.0,Wow I'm in the middle of eating the Catalan sandwich and its so good I had to make sure I Yelped this place before I forget. The staff was very friendly and helpful and its actually decently priced for what you get. The bread is a great mix of chewy/crunchy and the ingredients are very flavorful. I'll have to start coming in here more often for my lunchbreak.,https://www.yelp.com/biz/despa%C3%B1a-fine-foods-and-tapas-cafe-new-york-2?adjust_creative=YOPxpPg1qGggP5qGSctmew&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=YOPxpPg1qGggP5qGSctmew
Kelly O.,/user_details?userid=-Nfj4XjcHOZqQ88pDJIs4Q,"San Diego, CA",11/30/2011,5.0,"Oh my goodness, these sandwiches were just delicious.  I really miss living in NY (I live across the country now) where you can get quality ingredients like this.  I had the Despana sandwich, with serrano ham & creamy goat cheese and my eating partner had a hot sandwich with thinly sliced manchego and serrano ham (I think).  The bread was perfectly sort of hard on the outside and chewy and amazing.  The sandwiches were pretty sizeable, too.  It was so good.  I want food like this in San Diego.  Now I'm just sad.",https://www.yelp.com/biz/despa%C3%B1a-fine-foods-and-tapas-cafe-new-york-2?adjust_creative=YOPxpPg1qGggP5qGSctmew&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=YOPxpPg1qGggP5qGSctmew
Prima Z.,/user_details?userid=VMZ1PMoQtsP7pOsvhSyUoQ,"New York, NY",6/20/2015,4.0,Friendly staff. Loved the horchata drink she recommended. Very sweet but very refreshing. I tried one of their small tapas with cod. It was nice and simple. They also offered their dark chocolate with nuts. It was delicious! Not bitter and very delicious. Wanted to buy some but they ran out. Definitely coming back.,https://www.yelp.com/biz/despa%C3%B1a-fine-foods-and-tapas-cafe-new-york-2?adjust_creative=YOPxpPg1qGggP5qGSctmew&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=YOPxpPg1qGggP5qGSctmew
anthony r.,/user_details?userid=_dmNxWOwzQiqsB47tT5l5Q,"New York, NY",7/12/2009,5.0,La verdad in comida española. I hope this place is here forever. Great selection of canned foods from Spain.,https://www.yelp.com/biz/despa%C3%B1a-fine-foods-and-tapas-cafe-new-york-2?adjust_creative=YOPxpPg1qGggP5qGSctmew&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=YOPxpPg1qGggP5qGSctmew
Katie L.,/user_details?userid=8mnf3s_rqOA0tFpks3UtZg,"Brooklyn, NY",7/9/2009,5.0,No comment,https://www.yelp.com/biz/despa%C3%B1a-fine-foods-and-tapas-cafe-new-york-2?adjust_creative=YOPxpPg1qGggP5qGSctmew&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=YOPxpPg1qGggP5qGSctmew
Valerie B.,/user_details?userid=uo2lavZumfS8iuiX2XZ0sw,"Brooklyn, NY",5/12/2011,5.0,"Picante bocadilla: finally real REALLY REAL chorizo.... none of this freaky hot pink casing bobagem! Not only chorizo, but chorizo picante, with some mahon and fresh tomatoes... I died and was reborn a Spaniard.",https://www.yelp.com/biz/despa%C3%B1a-fine-foods-and-tapas-cafe-new-york-2?adjust_creative=YOPxpPg1qGggP5qGSctmew&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=YOPxpPg1qGggP5qGSctmew
Olive M.,/user_details?userid=q-WFqyBE4RjcPZnOTRq4MA,"Brooklyn, NY",4/10/2014,2.0,"Great selection, but I thought the prices were shockingly high, even for that part of town. The service was pretty poor as well; the older woman who I took to be the manager got testy when I asked a couple of basic questions, as though I were wasting her time. I regret spending my hard earned money there, quite frankly.",https://www.yelp.com/biz/despa%C3%B1a-fine-foods-and-tapas-cafe-new-york-2?adjust_creative=YOPxpPg1qGggP5qGSctmew&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=YOPxpPg1qGggP5qGSctmew
Sarah C.,/user_details?userid=ytWFR6cNNhKYVlFdQjkOww,"New York, NY",4/7/2012,5.0,"Caught the fever for manchego & chorizo in Spain last week and stumbled on Despana this week. The samples are plentiful, the flavors are great. The best part? It's completely reasonable! A half pound of the stinkiest Spanish take on blue cheese is $9.00. Hard to beat that even at the grocery store.",https://www.yelp.com/biz/despa%C3%B1a-fine-foods-and-tapas-cafe-new-york-2?adjust_creative=YOPxpPg1qGggP5qGSctmew&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=YOPxpPg1qGggP5qGSctmew
Ari P.,/user_details?userid=y6SdzkzYUsD8wKK8t8gTNw,"Queens, NY",6/5/2012,5.0,No comment,https://www.yelp.com/biz/despa%C3%B1a-fine-foods-and-tapas-cafe-new-york-2?adjust_creative=YOPxpPg1qGggP5qGSctmew&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=YOPxpPg1qGggP5qGSctmew
Valery C.,/user_details?userid=7SmEWHH-f7tYmRAwEBSceA,"Forest Hills, NY",12/20/2009,4.0,"Came here for ingredients for a tapas party (my first serious attempt to cook Spanish) and although the place is small, I was impressed with the presentation and diverse selection of items.  Atmosphere was warm and welcoming.  The staff were a great help in explaining and making recommendations for various items I wanted to buy (e.g., cheese, olives, pimientos), and I was able to try some of the items before choosing.  Prices seem reasonable considering everything seems to be imported from Spain, although I admit I don't have a point of comparison.  Tapas party was a success so I'll definitely be back for the next party.  Will be trying their prepared foods next time too.",https://www.yelp.com/biz/despa%C3%B1a-fine-foods-and-tapas-cafe-new-york-2?adjust_creative=YOPxpPg1qGggP5qGSctmew&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=YOPxpPg1qGggP5qGSctmew
Alex D.,/user_details?userid=q862ZzjLE_MmcX-P7nCEYw,"Vancouver, Canada",8/4/2010,5.0,"Manchego, Idiazabal, Chorizo, Iberico de Bellota, Serrano, Olive Oil, Pimenton de la vera. I feel like this is Mary Poppings and I am singing ""These are a few of my favourite things"". Fantastic selection and if you have never tried these Spanish delicacies you need to get here now.",https://www.yelp.com/biz/despa%C3%B1a-fine-foods-and-tapas-cafe-new-york-2?adjust_creative=YOPxpPg1qGggP5qGSctmew&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=YOPxpPg1qGggP5qGSctmew
Wanda N.,/user_details?userid=CABI-cA5-nI6VjhbC85KDw,"New York, NY",9/22/2010,5.0,"I was married to a Spaniard so this is were we would go to get all of our products to have an authentic picnic or meal.  Sea Urchin Pate, stuffed peppers, chorizo cantinpalo, queso manchego,jamon serrano,  white asparagus....yum, yum and yum.  The bocadillos are delicious.  The staff is always helpful and you can get ur fill from all the samples.   Personally, I like the one in Jackson Heights better, their service is much more personable.",https://www.yelp.com/biz/despa%C3%B1a-fine-foods-and-tapas-cafe-new-york-2?adjust_creative=YOPxpPg1qGggP5qGSctmew&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=YOPxpPg1qGggP5qGSctmew
Ed D.,/user_details?userid=tRmW0n2d_Q4c_TXqfUSINA,"Toronto, Canada",6/10/2012,4.0,"Awesome spot to get chorizo! They have loads of interesting spreads etc so if youre in the area, pay them a visit :)",https://www.yelp.com/biz/despa%C3%B1a-fine-foods-and-tapas-cafe-new-york-2?adjust_creative=YOPxpPg1qGggP5qGSctmew&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=YOPxpPg1qGggP5qGSctmew
Phillip L.,/user_details?userid=ewAv9H_MoLNJD5_D5P60IA,"Brooklyn, NY",5/2/2010,4.0,"This place was a lot of fun - great selection of Spanish import items (some with FREE samples!!), great selection of cheeses/chorizo/cured meats, and delicious tapas in the case near the back.  The downsides were the tapas were very expensive and seating was limited.  It was a nice getaway from the craziness of SoHo for a bit though and I would stop by again for a treat.",https://www.yelp.com/biz/despa%C3%B1a-fine-foods-and-tapas-cafe-new-york-2?adjust_creative=YOPxpPg1qGggP5qGSctmew&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=YOPxpPg1qGggP5qGSctmew
Eve A.,/user_details?userid=A137pSJpzXkAYdk72vIoCg,"West Islip, NY",9/27/2011,5.0,"I am officially in love. Thsi place is so cozy,clean and unique in its own ways. Very attentive staff, positive vibe, delicious dishes, relaxing ambiance-a little heaven in a middle of stormy soho. samples of diffirent items are just another sweet detail that hooked me up as soon as i walked into the place.",https://www.yelp.com/biz/despa%C3%B1a-fine-foods-and-tapas-cafe-new-york-2?adjust_creative=YOPxpPg1qGggP5qGSctmew&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=YOPxpPg1qGggP5qGSctmew
Scott V.,/user_details?userid=85gkp6gW91o18aecPqE8VQ,"Falls Church, VA",12/2/2011,4.0,"I had a hankering for morcilla (blood sausage), and Despaña filled that void in my day. You walk in alongside a refrigerated deli counter with lots of cheese and sausage items that you can purchase to bring home. In the back, there's another serving area where you order pre-prepared tapas. I did find it a bit annoying that they didn't serve alcohol. The man behind the counter told me that you had to buy an entire bottle of wine in their other storefront next door, and they would open it for you. I only wanted one glass, so I didn't bother. I ordered a cup of coffee instead. They said they had to brew it, and I had to wait about 10 minutes, which was longer than I expected though. I want to come back to try some of their other tapas the next time I'm in the neighborhood.",https://www.yelp.com/biz/despa%C3%B1a-fine-foods-and-tapas-cafe-new-york-2?adjust_creative=YOPxpPg1qGggP5qGSctmew&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=YOPxpPg1qGggP5qGSctmew
Lawrence L.,/user_details?userid=WeUb2IMyHQB0Pq6BrAUT9Q,"New York, NY",10/16/2009,4.0,Delicious snacks. The butcher table converted into a dining table is a nice touch.,https://www.yelp.com/biz/despa%C3%B1a-fine-foods-and-tapas-cafe-new-york-2?adjust_creative=YOPxpPg1qGggP5qGSctmew&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=YOPxpPg1qGggP5qGSctmew
Phil L.,/user_details?userid=LNe9pUoCJcVWq2KqCfqqJg,"San Mateo, CA",12/15/2009,3.0,"Only tried one thing (Tortilla & Gambas) but wasn't overly impressed.  The displays have all sorts of tapas to choose from, but my eyes led me wrong.  I'd try some of the other things people have recommended.",https://www.yelp.com/biz/despa%C3%B1a-fine-foods-and-tapas-cafe-new-york-2?adjust_creative=YOPxpPg1qGggP5qGSctmew&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=YOPxpPg1qGggP5qGSctmew
Seth G.,/user_details?userid=1EaLhzZJlWOU55MxLbG0EQ,"New York, NY",1/13/2012,4.0,"What a wonderful little shop Despaña is. The counter and seating area at the back are nice, and they make cute little tapas, pintxos, and flautas that make for a satisying lunch. But I've become a regular for their produce. Their selection of canned and jarred seafood is incomparable in the city - high-quality brands like Cabo de Peñas that are above and beyond what you'll find elsewhere, and at very reasonable prices for said quality. Their counter o' pork, as well, has some real treats: the morcilla (blood sausage) and lomo embuchado (cured pork loin) are among the best I've had in NYC, and they slice their Iberico by hand - which, while expensive, is still cheaper than at many other establishments. Great place to grab a quick bite or put together a meal for later at home. One of NYC's newest treasures, there's no other store quite like them.",https://www.yelp.com/biz/despa%C3%B1a-fine-foods-and-tapas-cafe-new-york-2?adjust_creative=YOPxpPg1qGggP5qGSctmew&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=YOPxpPg1qGggP5qGSctmew
John D.,/user_details?userid=2A3cuoiMay8_QFvx97j_cQ,"Hasbrouck Heights, NJ",1/17/2012,4.0,We had the Despana sandwich...great sandwich but the goat cheese (although very good) was a little over powering....overall very satisfied...would def come back,https://www.yelp.com/biz/despa%C3%B1a-fine-foods-and-tapas-cafe-new-york-2?adjust_creative=YOPxpPg1qGggP5qGSctmew&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=YOPxpPg1qGggP5qGSctmew
Christina F.,/user_details?userid=8IZvten0AsI048cecDtupQ,"New York, NY",7/19/2012,5.0,Such delicious treats. Lots of samples and very helpful staff. Very reasonable prices for the amazing quality.,https://www.yelp.com/biz/despa%C3%B1a-fine-foods-and-tapas-cafe-new-york-2?adjust_creative=YOPxpPg1qGggP5qGSctmew&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=YOPxpPg1qGggP5qGSctmew
Amy O.,/user_details?userid=ck0O0t7zZwLa6gtrhGr5Rw,"Bronx, NY",11/15/2014,5.0,Delicious coffee and espresso!  It's getting harder to find.  Thank you.,https://www.yelp.com/biz/despa%C3%B1a-fine-foods-and-tapas-cafe-new-york-2?adjust_creative=YOPxpPg1qGggP5qGSctmew&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=YOPxpPg1qGggP5qGSctmew
Tiffany T.,/user_details?userid=z_zIcBDM922xX9xUgDrj0Q,"New York, NY",10/3/2009,4.0,"Love the charm, the food, the selection.  I keep thinking about the Pescador bocadillo (sandwich) I had.  Soft bonito (white meat tuna) and large anchovies with a creamy red piquillo pepper spread on a crusty ciabatta.  Yum...I've really got to haul my ass back down there and pick up some of that spread to take home.  And, of course, try their other delicious offerings.  Somewhat pricey.  Pescador was $8.50.",https://www.yelp.com/biz/despa%C3%B1a-fine-foods-and-tapas-cafe-new-york-2?adjust_creative=YOPxpPg1qGggP5qGSctmew&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=YOPxpPg1qGggP5qGSctmew
C F.,/user_details?userid=12zndN9XIiJciMBP-Bw2hw,"New York, NY",10/18/2009,5.0,No comment,https://www.yelp.com/biz/despa%C3%B1a-fine-foods-and-tapas-cafe-new-york-2?adjust_creative=YOPxpPg1qGggP5qGSctmew&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=YOPxpPg1qGggP5qGSctmew
Amy D.,/user_details?userid=Sx0aq_72PTjlrVBv_x-Lrw,"Brooklyn, NY",5/20/2010,5.0,"Amazing. Everything I have ever tasted out of this place has been incredible. Sardines, ham (yes I splurged on the Iberico), cheese, olives, oh my. And well worth every penny. Just finished the Pescado sandwich. Omg. I want ten more.",https://www.yelp.com/biz/despa%C3%B1a-fine-foods-and-tapas-cafe-new-york-2?adjust_creative=YOPxpPg1qGggP5qGSctmew&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=YOPxpPg1qGggP5qGSctmew
Guilio Ñ.,/user_details?userid=cPmyVBtx48NlRcN2HajBTw,"New York, NY",7/16/2011,4.0,My pintxos got mixed up but what I ended up having was still muy delicioso!,https://www.yelp.com/biz/despa%C3%B1a-fine-foods-and-tapas-cafe-new-york-2?adjust_creative=YOPxpPg1qGggP5qGSctmew&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=YOPxpPg1qGggP5qGSctmew
Jerry B.,/user_details?userid=ffUBPJoyVnco3VhNa0EYgQ,"Brooklyn, NY",1/20/2012,5.0,"I never had anything mediocre here. Everything here is delicious, made properly and is such high quality. I absolutely love that I can pop in here for a snack anytime. Their gazpacho is summer is like other-worldly-seriously awesome.",https://www.yelp.com/biz/despa%C3%B1a-fine-foods-and-tapas-cafe-new-york-2?adjust_creative=YOPxpPg1qGggP5qGSctmew&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=YOPxpPg1qGggP5qGSctmew
M. C.,/user_details?userid=bbTzX9cFCgZAO_xSl8wblw,"Austin, TX",6/5/2012,5.0,"Great food, good prices.  Looks like a grocery from the street -- there is a small seating area inside in the back -- we were afraid it would fill up, but we were there through the lunch hour on a Monday & it never got crowded.  Everything we had was delicious.  Nice alternative between either full restaurant service or fast food or take-out.",https://www.yelp.com/biz/despa%C3%B1a-fine-foods-and-tapas-cafe-new-york-2?adjust_creative=YOPxpPg1qGggP5qGSctmew&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=YOPxpPg1qGggP5qGSctmew
LV C.,/user_details?userid=2Iorc--9QRsPwRzK6oSXyw,"New York, NY",2/14/2013,4.0,"I've only been here once but it was memorable. I liked the space a lot; grocery on one side and a place in the back to dine-in. I had a plain cheese sandwich but it was delicious. Also, bought a bottle of olive oil. Would definitely return.",https://www.yelp.com/biz/despa%C3%B1a-fine-foods-and-tapas-cafe-new-york-2?adjust_creative=YOPxpPg1qGggP5qGSctmew&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=YOPxpPg1qGggP5qGSctmew
